-4.840655918597405044e-02 -1.032385014495034413e-02 8.596081435703939455e-02 3.997057678867461938e-02 -3.897190978972773223e-01 -1.249620687833030187e-02 7.708447724732882256e-02 5.931812658092671525e-02 4.018522597796489459e-02 -1.699279638034104645e-01 -1.741901005750365328e-02 5.537395193241396053e-04 2.609325150418180250e-01 1.930505630865878564e-01 -1.743258760317329195e-02 -1.642438398103261421e-01
1.606265299900839494e-01 6.156235118388082572e-01 2.146173868144952701e-01 -1.400897792900003269e-01 3.316475320303041152e-01 -1.645262575138508321e-01 7.773491972801642447e-02 -1.884778056305201344e-01 -5.477040260610846478e-02 3.547824437706365019e-01 -3.275332474153526130e-01 2.359302512352050643e-02 -3.109487200271749407e-01 -1.497202089523743396e-01 2.780092147477007392e-01 2.475567385660258912e-01
-2.210519733438123524e-01 6.485097316359413888e-01 -1.398068963096254502e-01 5.327593454812542539e-01 6.957594755820341315e-02 3.537001471122580121e+00 1.669140759611940972e+00 6.920268276792452822e-01 4.856273950351448487e-01 -3.316569140551540174e-01 3.410856922835951432e-01 1.225541617860878674e+00 -3.149971095837374863e-02 1.120713294603630672e+00 -2.980276484815632121e-01 -1.139144136387335138e+00
4.113426481426655790e-01 5.003789833533608400e-01 2.139240122537583444e-01 -3.748696119692906947e-01 4.499543852385591292e-01 -4.919951099642169701e-01 -3.456742393963644910e-01 -2.635504075315916461e-01 1.766360213778384314e-01 2.141759788861975211e-01 5.797556655115747824e-03 -3.212451363620618672e-01 -1.858515186764853055e-01 -4.340379712311742133e-01 1.560799213026061727e-01 1.096817454291255933e-02
-1.785142874806940338e-01 3.939986990649470555e-01 -2.125112656504625774e-01 1.600474149378670607e-01 -1.745230449039741893e-01 8.144240102242300550e-01 6.103314154838437311e-01 5.822742531882985073e-01 1.014050135591041540e-01 -2.696837101384559898e-01 1.969599758094745315e-02 6.848586895253537810e-01 -8.836323107671446506e-03 4.135393381817427105e-01 -1.120857206204848161e-01 -1.281963688166158633e-01
-2.258181780176917730e-01 6.333697882266277057e-01 1.485605080647883491e-01 -2.973930196326537642e-02 7.832260105273994300e-02 4.303406550300523103e-01 3.817143174378697656e-01 -9.818642631178428615e-02 -4.470771444488595980e-01 -3.052436553997948110e-01 3.210676778376457818e-01 3.873678307096909412e-01 -4.157120468707981714e-02 1.391738001439374040e-01 1.242188324239753671e-04 -1.249988411671363542e+00
3.661138086635207234e-01 2.447793891918051135e-01 1.321726513631171773e-01 -2.783115975921415797e-01 3.301241749261798475e-01 -3.402442405713641538e-01 -5.017441116657587186e-01 -3.628377808252962744e-01 4.024002082666194302e-01 1.964440968311159941e-01 -3.190553479832784478e-01 -4.566135610115837906e-01 -8.505912075317083321e-02 -1.193898226315463496e-01 3.924769461821067673e-01 9.806138225505051098e-02
5.533705747916642381e-02 1.136427731603647795e-01 -2.583376936425266779e-01 -1.006351567079036557e-01 4.664825097800334719e-02 2.775187300720763917e-01 -1.439276512864273994e-01 1.368997001674638891e-01 1.319565149768212042e-01 -7.890325209504320259e-03 1.745070178157457907e-01 -1.070332463897518543e-01 5.200086321488627678e-02 -8.379168845386346376e-02 -3.687967143810818027e-01 1.906740143896687445e-01
3.707670745979065319e-01 4.894738705922663802e-01 2.072129954662945417e-01 1.395570866055073807e-02 3.571680851380010235e-01 -5.618274621876222508e-01 -4.126075870567230131e-01 3.056932062672533187e-02 2.441714488464895305e-01 2.482836069073015850e-01 -2.544249358672074357e-01 -3.458075258459185064e-01 1.835187804372757567e-02 -3.636696217838111256e-01 1.706377296720535675e-01 2.444483915645276895e-01
3.343287652661837694e-01 5.240920786300562462e-01 2.839832604293215934e-01 -2.056967751251408405e-01 8.550989678092424384e-02 -6.577818846399552388e-01 -5.097300342951589514e-01 -2.135609515840390937e-01 2.568245155873015162e-01 3.564414693645879262e-01 -1.026714644787935253e-03 -2.464916883131230193e-03 -2.495354482615380065e-01 -3.233655428113332148e-02 1.374167137631986391e-01 3.091092632784590566e-01
