5.888985491303735248e-02 4.624646718421067115e-01 2.083478089636453312e+00 4.603181557529011370e-01 5.511408258116472503e-01 8.476719217019321739e-01 1.482762389179171636e-01 2.388908777490102164e-01 2.548683154940012408e-01 2.360653331317376313e+00 -8.331494232153229262e-01 -2.108751585370718332e-03 -1.526165072338317164e-01 -1.891262393040614054e+00 2.068695565233916178e-01 -3.565612265577251527e-01
3.440409969116196010e-01 2.883708863073254913e-01 1.261084288796428643e+00 1.202037473212718005e-01 5.890680221806192385e-02 -2.414497137379813196e+00 7.888895401720050216e-02 5.625765087194016523e-02 -7.460941023520136772e-01 1.759075587540370966e+00 -8.706118001864575628e-01 4.299800361836952911e-01 -5.843518358105299626e+00 -4.734490152290735665e+00 3.059099185498402873e-01 -1.526557667513773531e+00
9.069393900348672322e-01 -4.872628728823965583e-01 -1.359441427226057320e+00 7.971491360329233666e-01 -9.082275721236611199e-01 -1.369490774138674150e+00 1.226357149256921408e+00 -4.607497112603081146e-01 -5.418051831119150563e-01 -1.442377229717428655e+00 -4.633093094807738122e-01 -3.316988303368640922e-01 -1.176010861811831676e+00 1.114674776102449583e+00 -3.875446833117778822e-01 -2.671824325081968987e-01
3.270201535496636280e-01 6.549838029034553422e-02 1.758155021141710073e+00 2.873511736566740082e-01 3.124229823894444924e-01 6.292501513477095632e-01 5.039597057595231189e-02 -1.176655014655877407e-01 9.761244806649739536e-02 1.907313907015175003e+00 -9.064369937436710378e-01 1.375924424850218653e-01 -1.502152776329488404e-01 -1.553664424721691306e+00 2.816415610610796816e-01 -6.708514209628392566e-02
1.032629710940661916e+00 -7.447450003502320559e-01 -1.186166569702022278e+00 7.679977133352224872e-01 -9.595279105874534586e-01 -8.250371579305424419e-01 1.090660935812838739e+00 -6.801553816529410934e-01 -3.202336625260165381e-01 -1.201215373861785007e+00 -4.028436144938952190e-01 -3.490541258461276608e-01 -5.717117182797512021e-01 9.517688163219103492e-01 -7.552901662730830967e-01 2.510415549628525200e-01
8.173701635711222435e-01 -4.452962320096152671e-01 -1.629339289246968026e+00 7.831862914899823114e-01 -8.223609856095277504e-01 -1.695399363777282842e+00 7.301870710416128452e-01 -7.539352960447586183e-01 -5.513364436706450489e-01 -1.630302103791654522e+00 -8.056617468198580267e-01 -4.710385615884374877e-01 -1.281024038253576913e+00 1.189721944038028223e+00 -6.361558890414701350e-01 -5.045650799098030381e-01
2.053187782485504376e-01 3.811388872991974819e-02 1.180264616766659502e+00 -1.011956106595745114e-01 2.099128816705503886e-01 -6.488052895634397466e-01 2.359532664157969195e-01 -1.659118533124231409e-01 -6.359441555270620716e-01 1.622079549386044928e+00 -6.849752115113449946e-01 1.143027050594483257e-01 -2.120684180903339655e+00 -2.650656560455812549e+00 7.867309914433850970e-03 -1.029763591652212762e+00
-2.651113385829362845e-01 -4.697704234800387235e-01 2.732173683926920837e+00 2.586002743660053005e-01 2.106541917964525334e-01 -4.501236471258689420e+00 5.681488035696414807e-01 -5.540296770454525843e-01 -1.495561562749837536e+00 3.418038422385525799e+00 -1.526638207600626185e+00 3.415218256683237308e-01 -4.821902391439756741e+00 -5.738616562184585490e+00 -2.451552266382062417e-01 -3.584044642304079709e+00
9.417696494281351249e-01 -5.304722231141134614e-01 -1.176011052033351323e+00 6.791526632619787618e-01 -8.552350506000921948e-01 -2.243630074090046111e-01 1.229454641495050238e+00 -6.735226396215928668e-01 -7.056115960037794288e-01 -1.344277569632876812e+00 7.116809948996077884e-01 -5.242357897995235660e-01 -5.312720814624862786e-01 1.135794407175276355e+00 -5.749010420500404450e-01 2.794966463022964254e-01
3.478022193798124828e-01 1.643452089015181028e-01 1.301511774689241507e+00 -2.957410666147799322e-02 5.070645183599519212e-01 5.375082893109297544e-01 3.013176349303181012e-01 2.915801668383438683e-01 -6.475973022504757926e-02 1.831386079935727107e+00 -9.989437139921620856e-01 1.928952107060962762e-01 -9.843296708706335274e-02 -1.773027846104423766e+00 3.025584225314947306e-01 -4.652287847411704647e-01
